"local_authority_name","hour","count_date","cars_and_taxis","buses_and_coaches","lgvs"
"Lewisham","11:00:00","2020-07-13",1429,41,520
"Westminster","11:00:00","2020-07-13",1166,46,345
"Barnet","12:00:00","2020-07-13",40,0,8
"Greenwich","12:00:00","2020-07-13",552,13,107
"Lewisham","12:00:00","2020-07-13",1543,44,509
"Westminster","12:00:00","2020-07-13",1168,47,325
"Barnet","13:00:00","2020-07-13",40,0,5
"Greenwich","13:00:00","2020-07-13",581,11,117
"Lewisham","13:00:00","2020-07-13",1509,43,513
"Westminster","13:00:00","2020-07-13",1189,44,293
"Barnet","14:00:00","2020-07-13",41,0,6
"Greenwich","14:00:00","2020-07-13",566,13,103
"Lewisham","14:00:00","2020-07-13",1660,45,596
"Westminster","14:00:00","2020-07-13",1373,47,289
"Barnet","15:00:00","2020-07-13",59,0,11
"Greenwich","15:00:00","2020-07-13",623,13,122
"Lewisham","15:00:00","2020-07-13",1708,43,604
"Westminster","15:00:00","2020-07-13",1218,47,310
"Barnet","16:00:00","2020-07-13",48,0,4
"Greenwich","16:00:00","2020-07-13",648,13,137
"Lewisham","16:00:00","2020-07-13",1858,52,644
"Westminster","16:00:00","2020-07-13",1273,52,280
"Barnet","17:00:00","2020-07-13",59,0,4
"Greenwich","17:00:00","2020-07-13",639,13,106
"Lewisham","17:00:00","2020-07-13",1986,52,461
"Westminster","17:00:00","2020-07-13",1376,53,198
"Barnet","18:00:00","2020-07-13",53,0,4
"Greenwich","18:00:00","2020-07-13",573,11,62
"Lewisham","18:00:00","2020-07-13",1936,48,282
"Westminster","18:00:00","2020-07-13",1429,45,104
"Barking and Dagenham","07:00:00","2020-07-14",3158,33,1437
"City of London","07:00:00","2020-07-14",400,30,290
"Croydon","07:00:00","2020-07-14",1198,3,460
"Hackney","07:00:00","2020-07-14",271,9,127
"Barking and Dagenham","08:00:00","2020-07-14",3457,26,1241
"City of London","08:00:00","2020-07-14",466,31,257
"Croydon","08:00:00","2020-07-14",1383,2,343
"Hackney","08:00:00","2020-07-14",355,9,124
"Barking and Dagenham","09:00:00","2020-07-14",3235,31,1357
"City of London","09:00:00","2020-07-14",479,29,248
"Croydon","09:00:00","2020-07-14",1173,3,364
"Hackney","09:00:00","2020-07-14",326,9,101
"Barking and Dagenham","10:00:00","2020-07-14",3082,33,1260
"City of London","10:00:00","2020-07-14",368,31,234
"Croydon","10:00:00","2020-07-14",1133,2,288
"Hackney","10:00:00","2020-07-14",251,13,96
"Barking and Dagenham","11:00:00","2020-07-14",3315,22,1295
"City of London","11:00:00","2020-07-14",453,29,250
"Croydon","11:00:00","2020-07-14",1197,4,277
"Hackney","11:00:00","2020-07-14",302,9,99
"Barking and Dagenham","12:00:00","2020-07-14",4062,26,1505
"City of London","12:00:00","2020-07-14",380,27,200
"Croydon","12:00:00","2020-07-14",1292,3,273
"Hackney","12:00:00","2020-07-14",288,8,91
"Barking and Dagenham","13:00:00","2020-07-14",4355,28,1438
"City of London","13:00:00","2020-07-14",392,26,190
"Croydon","13:00:00","2020-07-14",1350,3,311
"Hackney","13:00:00","2020-07-14",319,10,94
"Barking and Dagenham","14:00:00","2020-07-14",4500,25,1527
"City of London","14:00:00","2020-07-14",436,27,220
"Croydon","14:00:00","2020-07-14",1407,4,311
"Hackney","14:00:00","2020-07-14",357,12,111
"Barking and Dagenham","15:00:00","2020-07-14",4738,27,1573
"City of London","15:00:00","2020-07-14",474,26,204
"Croydon","15:00:00","2020-07-14",1562,3,340
"Hackney","15:00:00","2020-07-14",384,12,106
"Barking and Dagenham","16:00:00","2020-07-14",5137,29,1614
"City of London","16:00:00","2020-07-14",533,32,203
"Croydon","16:00:00","2020-07-14",1673,2,376
"Hackney","16:00:00","2020-07-14",492,9,119
"Barking and Dagenham","17:00:00","2020-07-14",5682,20,1342
"City of London","17:00:00","2020-07-14",558,30,145
"Croydon","17:00:00","2020-07-14",1822,0,286
"Hackney","17:00:00","2020-07-14",417,9,66
"Barking and Dagenham","18:00:00","2020-07-14",5770,34,966
"City of London","18:00:00","2020-07-14",545,29,110
"Croydon","18:00:00","2020-07-14",1753,3,224
"Hackney","18:00:00","2020-07-14",522,8,72
"Enfield","07:00:00","2020-07-15",1955,1,1096
"Tower Hamlets","07:00:00","2020-07-15",3025,8,1405
"Enfield","08:00:00","2020-07-15",2165,2,815
"Tower Hamlets","08:00:00","2020-07-15",3008,9,1115
"Enfield","09:00:00","2020-07-15",2062,0,729
"Tower Hamlets","09:00:00","2020-07-15",2739,7,1125
"Enfield","10:00:00","2020-07-15",2056,1,662
"Tower Hamlets","10:00:00","2020-07-15",2541,5,1054
"Enfield","11:00:00","2020-07-15",2229,4,691
"Tower Hamlets","11:00:00","2020-07-15",2611,7,1171
"Enfield","12:00:00","2020-07-15",2279,0,684
"Tower Hamlets","12:00:00","2020-07-15",2920,2,1098
"Enfield","13:00:00","2020-07-15",2377,5,630
"Tower Hamlets","13:00:00","2020-07-15",3096,3,1164
"Enfield","14:00:00","2020-07-15",2409,1,731
"Tower Hamlets","14:00:00","2020-07-15",3348,4,1273
"Enfield","15:00:00","2020-07-15",2428,0,776
"Tower Hamlets","15:00:00","2020-07-15",3743,8,1352
"Enfield","16:00:00","2020-07-15",2821,2,819
"Tower Hamlets","16:00:00","2020-07-15",4110,8,1351
"Enfield","17:00:00","2020-07-15",3115,0,683
"Tower Hamlets","17:00:00","2020-07-15",4590,5,1000
"Enfield","18:00:00","2020-07-15",2715,0,430
"Tower Hamlets","18:00:00","2020-07-15",4840,3,786
"Barnet","07:00:00","2020-07-16",478,21,209
"Westminster","07:00:00","2020-07-16",189,0,84
"Barnet","08:00:00","2020-07-16",623,23,142
"Westminster","08:00:00","2020-07-16",252,0,117
"Barnet","09:00:00","2020-07-16",523,23,118
"Westminster","09:00:00","2020-07-16",272,0,115
"Barnet","10:00:00","2020-07-16",534,25,116
"Westminster","10:00:00","2020-07-16",274,1,96
"Barnet","11:00:00","2020-07-16",617,26,119
"Westminster","11:00:00","2020-07-16",264,0,96
"Barnet","12:00:00","2020-07-16",617,22,92
"Westminster","12:00:00","2020-07-16",317,0,78
"Barnet","13:00:00","2020-07-16",661,22,79
"Westminster","13:00:00","2020-07-16",264,0,72
"Barnet","14:00:00","2020-07-16",709,21,92
"Westminster","14:00:00","2020-07-16",305,0,89
"Barnet","15:00:00","2020-07-16",659,20,73
"Westminster","15:00:00","2020-07-16",342,0,75
"Barnet","16:00:00","2020-07-16",608,23,69
"Westminster","16:00:00","2020-07-16",274,0,44
"Barnet","17:00:00","2020-07-16",712,21,63
"Westminster","17:00:00","2020-07-16",296,0,44
"Barnet","18:00:00","2020-07-16",663,19,50
"Westminster","18:00:00","2020-07-16",345,0,26
"Camden","07:00:00","2020-07-17",284,41,152
"Islington","07:00:00","2020-07-17",324,0,142
"Wandsworth","07:00:00","2020-07-17",591,50,295
"Camden","08:00:00","2020-07-17",319,39,180
"Islington","08:00:00","2020-07-17",467,0,137
"Wandsworth","08:00:00","2020-07-17",740,47,262
"Camden","09:00:00","2020-07-17",339,38,162
"Islington","09:00:00","2020-07-17",470,4,128
"Wandsworth","09:00:00","2020-07-17",677,49,249
"Camden","10:00:00","2020-07-17",347,32,179
"Islington","10:00:00","2020-07-17",457,0,143
"Wandsworth","10:00:00","2020-07-17",762,53,251
"Camden","11:00:00","2020-07-17",385,29,172
"Islington","11:00:00","2020-07-17",484,5,146
"Wandsworth","11:00:00","2020-07-17",761,43,213
"Camden","12:00:00","2020-07-17",388,31,189
"Islington","12:00:00","2020-07-17",593,2,164
"Wandsworth","12:00:00","2020-07-17",770,45,223
"Camden","13:00:00","2020-07-17",405,27,160
"Islington","13:00:00","2020-07-17",577,0,135
"Wandsworth","13:00:00","2020-07-17",876,51,222
"Camden","14:00:00","2020-07-17",486,26,181
"Islington","14:00:00","2020-07-17",637,0,123
"Wandsworth","14:00:00","2020-07-17",883,47,178
"Camden","15:00:00","2020-07-17",473,28,167
"Islington","15:00:00","2020-07-17",597,1,118
"Wandsworth","15:00:00","2020-07-17",952,43,169
"Camden","16:00:00","2020-07-17",451,38,88
"Islington","16:00:00","2020-07-17",666,0,99
"Wandsworth","16:00:00","2020-07-17",984,55,167
"Camden","17:00:00","2020-07-17",523,41,76
"Islington","17:00:00","2020-07-17",664,0,95
"Wandsworth","17:00:00","2020-07-17",1103,43,130
"Camden","18:00:00","2020-07-17",501,37,43
"Islington","18:00:00","2020-07-17",690,0,61
"Wandsworth","18:00:00","2020-07-17",1143,46,90
"Bromley","07:00:00","2020-07-20",946,20,393
"Havering","07:00:00","2020-07-20",1421,85,413
"Redbridge","07:00:00","2020-07-20",1152,17,454
"Bromley","08:00:00","2020-07-20",1039,20,371
"Havering","08:00:00","2020-07-20",1759,83,359
"Redbridge","08:00:00","2020-07-20",1138,16,360
"Bromley","09:00:00","2020-07-20",1019,15,315
"Havering","09:00:00","2020-07-20",1530,85,328
"Redbridge","09:00:00","2020-07-20",1033,16,284
"Bromley","10:00:00","2020-07-20",1082,16,273
"Havering","10:00:00","2020-07-20",1684,75,313
"Redbridge","10:00:00","2020-07-20",985,17,257
"Bromley","11:00:00","2020-07-20",1123,16,304
"Havering","11:00:00","2020-07-20",1984,73,353
"Redbridge","11:00:00","2020-07-20",1131,15,289
"Bromley","12:00:00","2020-07-20",1282,16,274
"Havering","12:00:00","2020-07-20",2006,75,345
"Redbridge","12:00:00","2020-07-20",1311,16,286
"Bromley","13:00:00","2020-07-20",1262,17,275
"Havering","13:00:00","2020-07-20",2161,78,357
"Redbridge","13:00:00","2020-07-20",1319,17,281
"Bromley","14:00:00","2020-07-20",1339,18,301
"Havering","14:00:00","2020-07-20",2035,84,374
"Redbridge","14:00:00","2020-07-20",1331,17,277
"Bromley","15:00:00","2020-07-20",1316,17,296
"Havering","15:00:00","2020-07-20",2044,76,344
"Redbridge","15:00:00","2020-07-20",1369,17,293
"Bromley","16:00:00","2020-07-20",1543,16,348
"Havering","16:00:00","2020-07-20",2087,79,336
"Redbridge","16:00:00","2020-07-20",1474,16,308
"Bromley","17:00:00","2020-07-20",1615,14,258
"Havering","17:00:00","2020-07-20",2194,69,285
"Redbridge","17:00:00","2020-07-20",1719,16,262
"Bromley","18:00:00","2020-07-20",1483,20,185
"Havering","18:00:00","2020-07-20",1941,78,229
"Redbridge","18:00:00","2020-07-20",1505,18,189
"Croydon","07:00:00","2020-07-21",491,5,200
"Hounslow","07:00:00","2020-07-21",1370,4,511
"Kingston upon Thames","07:00:00","2020-07-21",4864,100,2193
"Lambeth","07:00:00","2020-07-21",340,58,136
"Croydon","08:00:00","2020-07-21",606,2,177
"Hounslow","08:00:00","2020-07-21",1254,11,455
"Kingston upon Thames","08:00:00","2020-07-21",4835,98,1474
"Lambeth","08:00:00","2020-07-21",374,45,126
"Croydon","09:00:00","2020-07-21",571,4,161
"Hounslow","09:00:00","2020-07-21",1097,3,435
"Kingston upon Thames","09:00:00","2020-07-21",4787,100,1222
"Lambeth","09:00:00","2020-07-21",340,50,112
"Croydon","10:00:00","2020-07-21",562,1,140
"Hounslow","10:00:00","2020-07-21",1001,4,447
"Kingston upon Thames","10:00:00","2020-07-21",4702,102,1104
"Lambeth","10:00:00","2020-07-21",399,47,114
"Croydon","11:00:00","2020-07-21",581,1,159
"Hounslow","11:00:00","2020-07-21",1101,7,431
"Kingston upon Thames","11:00:00","2020-07-21",4756,100,1182
"Lambeth","11:00:00","2020-07-21",357,53,138
"Croydon","12:00:00","2020-07-21",602,0,132
"Hounslow","12:00:00","2020-07-21",1151,9,405
"Kingston upon Thames","12:00:00","2020-07-21",4941,95,1182
"Lambeth","12:00:00","2020-07-21",397,45,116
"Croydon","13:00:00","2020-07-21",647,0,134
"Hounslow","13:00:00","2020-07-21",1345,6,409
"Kingston upon Thames","13:00:00","2020-07-21",4914,104,1155
"Lambeth","13:00:00","2020-07-21",390,48,109
"Croydon","14:00:00","2020-07-21",622,2,132
"Hounslow","14:00:00","2020-07-21",1289,5,412
"Kingston upon Thames","14:00:00","2020-07-21",5242,99,1249
"Lambeth","14:00:00","2020-07-21",442,49,106
"Croydon","15:00:00","2020-07-21",631,4,146
"Hounslow","15:00:00","2020-07-21",1389,7,432
"Kingston upon Thames","15:00:00","2020-07-21",5729,104,1466
"Lambeth","15:00:00","2020-07-21",462,54,94
"Croydon","16:00:00","2020-07-21",641,0,129
"Hounslow","16:00:00","2020-07-21",1695,6,437
"Kingston upon Thames","16:00:00","2020-07-21",6447,98,1583
"Lambeth","16:00:00","2020-07-21",464,42,91
"Croydon","17:00:00","2020-07-21",666,0,104
"Hounslow","17:00:00","2020-07-21",1749,3,364
"Kingston upon Thames","17:00:00","2020-07-21",7074,98,1214
"Lambeth","17:00:00","2020-07-21",475,53,88
"Croydon","18:00:00","2020-07-21",725,0,73
"Hounslow","18:00:00","2020-07-21",1612,6,258
"Kingston upon Thames","18:00:00","2020-07-21",6154,95,723
"Lambeth","18:00:00","2020-07-21",486,51,75
"Bexley","07:00:00","2020-09-03",121,0,25
"Greenwich","07:00:00","2020-09-03",762,38,143
"Bexley","08:00:00","2020-09-03",211,0,32
"Greenwich","08:00:00","2020-09-03",897,35,105
"Bexley","09:00:00","2020-09-03",161,0,19
"Greenwich","09:00:00","2020-09-03",621,38,91
"Bexley","10:00:00","2020-09-03",157,0,27
"Greenwich","10:00:00","2020-09-03",584,35,121
"Bexley","11:00:00","2020-09-03",206,0,26
"Greenwich","11:00:00","2020-09-03",699,36,102
"Bexley","12:00:00","2020-09-03",176,0,23
"Greenwich","12:00:00","2020-09-03",620,35,110
"Bexley","13:00:00","2020-09-03",161,0,28
"Greenwich","13:00:00","2020-09-03",806,37,126
"Bexley","14:00:00","2020-09-03",188,0,30
"Greenwich","14:00:00","2020-09-03",900,41,117
"Bexley","15:00:00","2020-09-03",203,0,36
"Greenwich","15:00:00","2020-09-03",889,35,107
"Bexley","16:00:00","2020-09-03",213,0,23
"Greenwich","16:00:00","2020-09-03",943,37,105
"Bexley","17:00:00","2020-09-03",203,0,20
"Greenwich","17:00:00","2020-09-03",959,36,101
"Bexley","18:00:00","2020-09-03",196,0,17
"Greenwich","18:00:00","2020-09-03",835,37,88
"Bromley","07:00:00","2020-09-04",17,0,5
"Enfield","07:00:00","2020-09-04",5226,46,1962
"Southwark","07:00:00","2020-09-04",433,21,128
"Bromley","08:00:00","2020-09-04",25,0,4
"Enfield","08:00:00","2020-09-04",4402,35,1544
"Southwark","08:00:00","2020-09-04",432,22,57
"Bromley","09:00:00","2020-09-04",24,0,4
"Enfield","09:00:00","2020-09-04",4226,38,1425
"Southwark","09:00:00","2020-09-04",421,21,83
"Bromley","10:00:00","2020-09-04",20,0,4
"Enfield","10:00:00","2020-09-04",4136,41,1322
"Southwark","10:00:00","2020-09-04",408,22,126
"Bromley","11:00:00","2020-09-04",25,0,3
"Enfield","11:00:00","2020-09-04",4432,33,1388
"Southwark","11:00:00","2020-09-04",405,20,116
"Bromley","12:00:00","2020-09-04",31,0,2
"Enfield","12:00:00","2020-09-04",4734,30,1430
"Southwark","12:00:00","2020-09-04",491,20,127
"Bromley","13:00:00","2020-09-04",40,0,6
"Enfield","13:00:00","2020-09-04",4964,31,1369
"Southwark","13:00:00","2020-09-04",491,18,127
"Bromley","14:00:00","2020-09-04",25,0,6
"Enfield","14:00:00","2020-09-04",5031,31,1449
"Southwark","14:00:00","2020-09-04",576,23,144
"Bromley","15:00:00","2020-09-04",40,0,4
"Enfield","15:00:00","2020-09-04",5412,36,1547
"Southwark","15:00:00","2020-09-04",578,18,92
"Bromley","16:00:00","2020-09-04",29,0,6
"Enfield","16:00:00","2020-09-04",5815,33,1364
"Southwark","16:00:00","2020-09-04",553,25,95
"Bromley","17:00:00","2020-09-04",43,0,5
"Enfield","17:00:00","2020-09-04",5974,32,1150
"Southwark","17:00:00","2020-09-04",626,21,93
"Bromley","18:00:00","2020-09-04",30,0,1
"Enfield","18:00:00","2020-09-04",6290,30,917
"Southwark","18:00:00","2020-09-04",716,18,79
"Croydon","07:00:00","2020-09-07",305,0,37
"Havering","07:00:00","2020-09-07",671,1,114
"Hillingdon","07:00:00","2020-09-07",812,18,275
"Lambeth","07:00:00","2020-09-07",177,0,40
"Richmond upon Thames","07:00:00","2020-09-07",595,14,129
"Croydon","08:00:00","2020-09-07",353,0,41
"Havering","08:00:00","2020-09-07",772,6,124
"Hillingdon","08:00:00","2020-09-07",1094,16,231
"Lambeth","08:00:00","2020-09-07",215,0,43
"Richmond upon Thames","08:00:00","2020-09-07",615,20,92
"Croydon","09:00:00","2020-09-07",269,1,40
"Havering","09:00:00","2020-09-07",553,2,76
"Hillingdon","09:00:00","2020-09-07",879,18,237
"Lambeth","09:00:00","2020-09-07",213,0,41
"Richmond upon Thames","09:00:00","2020-09-07",534,15,95
"Croydon","10:00:00","2020-09-07",193,0,16
"Havering","10:00:00","2020-09-07",500,1,64
"Hillingdon","10:00:00","2020-09-07",869,15,262
"Lambeth","10:00:00","2020-09-07",142,0,60
"Richmond upon Thames","10:00:00","2020-09-07",443,14,82
"Croydon","11:00:00","2020-09-07",181,0,22
"Havering","11:00:00","2020-09-07",525,1,82
"Hillingdon","11:00:00","2020-09-07",981,14,222
"Lambeth","11:00:00","2020-09-07",125,0,61
"Richmond upon Thames","11:00:00","2020-09-07",452,11,69
"Croydon","12:00:00","2020-09-07",168,0,29
"Havering","12:00:00","2020-09-07",537,1,88
"Hillingdon","12:00:00","2020-09-07",1052,10,246
"Lambeth","12:00:00","2020-09-07",136,0,37
"Richmond upon Thames","12:00:00","2020-09-07",470,14,87
"Croydon","13:00:00","2020-09-07",189,0,26
"Havering","13:00:00","2020-09-07",502,1,66
"Hillingdon","13:00:00","2020-09-07",1042,10,220
"Lambeth","13:00:00","2020-09-07",164,0,52
"Richmond upon Thames","13:00:00","2020-09-07",485,15,51
"Croydon","14:00:00","2020-09-07",235,0,26
"Havering","14:00:00","2020-09-07",615,1,94
"Hillingdon","14:00:00","2020-09-07",1204,18,220
"Lambeth","14:00:00","2020-09-07",185,0,55
"Richmond upon Thames","14:00:00","2020-09-07",495,21,67
"Croydon","15:00:00","2020-09-07",301,0,28
"Havering","15:00:00","2020-09-07",685,2,119
"Hillingdon","15:00:00","2020-09-07",1194,9,220
"Lambeth","15:00:00","2020-09-07",256,0,63
"Richmond upon Thames","15:00:00","2020-09-07",555,17,55
"Croydon","16:00:00","2020-09-07",284,0,28
"Havering","16:00:00","2020-09-07",786,5,146
"Hillingdon","16:00:00","2020-09-07",1278,16,274
"Lambeth","16:00:00","2020-09-07",201,0,59
"Richmond upon Thames","16:00:00","2020-09-07",627,12,87
"Croydon","17:00:00","2020-09-07",321,0,29
"Havering","17:00:00","2020-09-07",833,0,95
"Hillingdon","17:00:00","2020-09-07",1508,13,255
"Lambeth","17:00:00","2020-09-07",260,0,35
"Richmond upon Thames","17:00:00","2020-09-07",635,8,64
"Croydon","18:00:00","2020-09-07",201,0,16
"Havering","18:00:00","2020-09-07",597,0,58
"Hillingdon","18:00:00","2020-09-07",1558,20,208
"Lambeth","18:00:00","2020-09-07",233,0,38
"Richmond upon Thames","18:00:00","2020-09-07",490,10,49
"Bromley","07:00:00","2020-09-08",604,8,123
"Haringey","07:00:00","2020-09-08",357,35,84
"Hillingdon","07:00:00","2020-09-08",104,0,10
"Lewisham","07:00:00","2020-09-08",1419,115,506
"Southwark","07:00:00","2020-09-08",879,153,469
"Sutton","07:00:00","2020-09-08",95,0,27
"Bromley","08:00:00","2020-09-08",785,6,93
"Haringey","08:00:00","2020-09-08",501,23,105
"Hillingdon","08:00:00","2020-09-08",248,0,20
"Lewisham","08:00:00","2020-09-08",1534,104,386
"Southwark","08:00:00","2020-09-08",826,151,404
"Sutton","08:00:00","2020-09-08",149,0,14
"Bromley","09:00:00","2020-09-08",536,8,99
"Haringey","09:00:00","2020-09-08",438,30,77
"Hillingdon","09:00:00","2020-09-08",130,0,13
"Lewisham","09:00:00","2020-09-08",1303,115,416
"Southwark","09:00:00","2020-09-08",880,142,443
"Sutton","09:00:00","2020-09-08",82,2,13
"Bromley","10:00:00","2020-09-08",382,9,69
"Haringey","10:00:00","2020-09-08",290,27,53
"Hillingdon","10:00:00","2020-09-08",96,0,16
"Lewisham","10:00:00","2020-09-08",1264,119,377
"Southwark","10:00:00","2020-09-08",873,144,454
"Sutton","10:00:00","2020-09-08",65,0,17
"Bromley","11:00:00","2020-09-08",397,6,69
"Haringey","11:00:00","2020-09-08",354,25,60
"Hillingdon","11:00:00","2020-09-08",116,0,11
"Lewisham","11:00:00","2020-09-08",1239,107,421
"Southwark","11:00:00","2020-09-08",922,128,509
"Sutton","11:00:00","2020-09-08",79,0,17
"Bromley","12:00:00","2020-09-08",442,6,79
"Haringey","12:00:00","2020-09-08",387,23,61
"Hillingdon","12:00:00","2020-09-08",140,0,16
"Lewisham","12:00:00","2020-09-08",1310,111,379
"Southwark","12:00:00","2020-09-08",869,129,446
"Sutton","12:00:00","2020-09-08",76,0,19
"Bromley","13:00:00","2020-09-08",460,7,60
"Haringey","13:00:00","2020-09-08",372,25,72
"Hillingdon","13:00:00","2020-09-08",130,0,15
"Lewisham","13:00:00","2020-09-08",1294,111,338
"Southwark","13:00:00","2020-09-08",936,130,426
"Sutton","13:00:00","2020-09-08",92,0,15
"Bromley","14:00:00","2020-09-08",513,6,98
"Haringey","14:00:00","2020-09-08",418,26,66
"Hillingdon","14:00:00","2020-09-08",127,0,15
"Lewisham","14:00:00","2020-09-08",1536,112,355
"Southwark","14:00:00","2020-09-08",978,137,477
"Sutton","14:00:00","2020-09-08",98,0,21
"Bromley","15:00:00","2020-09-08",625,6,106
"Haringey","15:00:00","2020-09-08",466,25,59
"Hillingdon","15:00:00","2020-09-08",218,0,12
"Lewisham","15:00:00","2020-09-08",1585,106,350
"Southwark","15:00:00","2020-09-08",999,131,453
"Sutton","15:00:00","2020-09-08",117,0,19
"Bromley","16:00:00","2020-09-08",639,6,125
"Haringey","16:00:00","2020-09-08",473,32,62
"Hillingdon","16:00:00","2020-09-08",137,0,9
"Lewisham","16:00:00","2020-09-08",1540,115,360
"Southwark","16:00:00","2020-09-08",1104,137,447
"Sutton","16:00:00","2020-09-08",136,3,38
"Bromley","17:00:00","2020-09-08",841,6,94
"Haringey","17:00:00","2020-09-08",488,26,48
"Hillingdon","17:00:00","2020-09-08",141,0,14
"Lewisham","17:00:00","2020-09-08",1651,114,289
"Southwark","17:00:00","2020-09-08",1207,130,348
"Sutton","17:00:00","2020-09-08",133,0,16
"Bromley","18:00:00","2020-09-08",605,6,70
"Haringey","18:00:00","2020-09-08",514,28,45
"Hillingdon","18:00:00","2020-09-08",120,0,14
"Lewisham","18:00:00","2020-09-08",1712,103,216
"Southwark","18:00:00","2020-09-08",1260,139,232
"Sutton","18:00:00","2020-09-08",117,0,14
"Barnet","07:00:00","2020-09-09",54,0,12
"Croydon","07:00:00","2020-09-09",508,10,153
"Enfield","07:00:00","2020-09-09",2922,10,1042
"Havering","07:00:00","2020-09-09",587,40,123
"Newham","07:00:00","2020-09-09",4608,11,1773
"Waltham Forest","07:00:00","2020-09-09",625,21,132
"Barnet","08:00:00","2020-09-09",129,0,10
"Croydon","08:00:00","2020-09-09",603,7,121
"Enfield","08:00:00","2020-09-09",2385,5,778
"Havering","08:00:00","2020-09-09",936,34,103
"Newham","08:00:00","2020-09-09",4622,4,1512
"Waltham Forest","08:00:00","2020-09-09",987,26,143
"Barnet","09:00:00","2020-09-09",95,0,16
"Croydon","09:00:00","2020-09-09",390,7,91
"Enfield","09:00:00","2020-09-09",2377,8,768
"Havering","09:00:00","2020-09-09",788,39,107
"Newham","09:00:00","2020-09-09",4032,11,1382
"Waltham Forest","09:00:00","2020-09-09",822,25,159
"Barnet","10:00:00","2020-09-09",63,1,16
"Croydon","10:00:00","2020-09-09",355,6,86
"Enfield","10:00:00","2020-09-09",2700,5,894
"Havering","10:00:00","2020-09-09",659,28,101
"Newham","10:00:00","2020-09-09",3665,9,1299
"Waltham Forest","10:00:00","2020-09-09",727,22,113
"Barnet","11:00:00","2020-09-09",90,0,12
"Croydon","11:00:00","2020-09-09",355,6,80
"Enfield","11:00:00","2020-09-09",2909,3,949
"Havering","11:00:00","2020-09-09",698,33,108
"Newham","11:00:00","2020-09-09",3646,6,1219
"Waltham Forest","11:00:00","2020-09-09",749,27,157
"Barnet","12:00:00","2020-09-09",96,0,15
"Croydon","12:00:00","2020-09-09",434,6,87
"Enfield","12:00:00","2020-09-09",3079,4,994
"Havering","12:00:00","2020-09-09",794,32,131
"Newham","12:00:00","2020-09-09",3800,4,1213
"Waltham Forest","12:00:00","2020-09-09",745,25,113
"Barnet","13:00:00","2020-09-09",89,0,20
"Croydon","13:00:00","2020-09-09",392,8,100
"Enfield","13:00:00","2020-09-09",3481,4,1002
"Havering","13:00:00","2020-09-09",727,31,122
"Newham","13:00:00","2020-09-09",4253,12,1280
"Waltham Forest","13:00:00","2020-09-09",718,24,97
"Barnet","14:00:00","2020-09-09",100,0,15
"Croydon","14:00:00","2020-09-09",449,6,77
"Enfield","14:00:00","2020-09-09",4151,10,1309
"Havering","14:00:00","2020-09-09",834,34,105
"Newham","14:00:00","2020-09-09",4387,12,1411
"Waltham Forest","14:00:00","2020-09-09",758,25,96
"Barnet","15:00:00","2020-09-09",156,1,19
"Croydon","15:00:00","2020-09-09",576,6,85
"Enfield","15:00:00","2020-09-09",4342,7,1326
"Havering","15:00:00","2020-09-09",898,33,123
"Newham","15:00:00","2020-09-09",4539,12,1357
"Waltham Forest","15:00:00","2020-09-09",924,24,125
"Barnet","16:00:00","2020-09-09",169,1,23
"Croydon","16:00:00","2020-09-09",572,8,144
"Enfield","16:00:00","2020-09-09",4585,15,1343
"Havering","16:00:00","2020-09-09",844,42,141
"Newham","16:00:00","2020-09-09",4857,8,1260
"Waltham Forest","16:00:00","2020-09-09",916,27,147
"Barnet","17:00:00","2020-09-09",183,0,18
"Croydon","17:00:00","2020-09-09",629,6,103
"Enfield","17:00:00","2020-09-09",4228,4,991
"Havering","17:00:00","2020-09-09",936,30,97
"Newham","17:00:00","2020-09-09",4932,4,1026
"Waltham Forest","17:00:00","2020-09-09",928,23,98
"Barnet","18:00:00","2020-09-09",178,0,16
"Croydon","18:00:00","2020-09-09",516,6,69
"Enfield","18:00:00","2020-09-09",4520,6,759
"Havering","18:00:00","2020-09-09",860,33,67
"Newham","18:00:00","2020-09-09",5283,4,792
"Waltham Forest","18:00:00","2020-09-09",785,25,69
"Croydon","07:00:00","2020-09-10",4,1,5
"Ealing","07:00:00","2020-09-10",4084,17,1643
"Richmond upon Thames","07:00:00","2020-09-10",146,12,31
"Westminster","07:00:00","2020-09-10",749,213,470
"Croydon","08:00:00","2020-09-10",8,0,8
"Ealing","08:00:00","2020-09-10",3658,9,1179
"Richmond upon Thames","08:00:00","2020-09-10",252,16,39
"Westminster","08:00:00","2020-09-10",990,207,472
"Croydon","09:00:00","2020-09-10",4,0,1
"Ealing","09:00:00","2020-09-10",3705,15,1240
"Richmond upon Thames","09:00:00","2020-09-10",254,12,35
"Westminster","09:00:00","2020-09-10",962,206,453
"Croydon","10:00:00","2020-09-10",5,0,4
"Ealing","10:00:00","2020-09-10",3751,10,1168
"Richmond upon Thames","10:00:00","2020-09-10",226,13,45
"Westminster","10:00:00","2020-09-10",984,184,443
"Croydon","11:00:00","2020-09-10",6,0,2
"Ealing","11:00:00","2020-09-10",3584,10,1136
"Richmond upon Thames","11:00:00","2020-09-10",270,11,38
"Westminster","11:00:00","2020-09-10",949,202,410
"Croydon","12:00:00","2020-09-10",14,0,5
"Ealing","12:00:00","2020-09-10",3377,9,1013
"Richmond upon Thames","12:00:00","2020-09-10",228,15,34
